title,year,review_text,rating,source
To Be or Not to Be,1942,"During the Nazi occupation of Poland, an acting troupe becomes embroiled in a Polish soldier's efforts to track down a German spy.",8.2,IMDB
The Gold Rush,1925,A prospector goes to the Klondike in search of gold and finds it and more.,8.2,IMDB
Sherlock Jr.,1924,"A film projectionist longs to be a detective, and puts his meagre skills to work when he is framed by a rival for stealing his girlfriend's father's pocketwatch.",8.2,IMDB
Portrait de la jeune fille en feu,2019,"On an isolated island in Brittany at the end of the eighteenth century, a female painter is obliged to paint a wedding portrait of a young woman.",8.1,IMDB
Pink,2016,"When three young women are implicated in a crime, a retired lawyer steps forward to help them clear their names.",8.1,IMDB
Koe no katachi,2016,"A young man is ostracized by his classmates after he bullies a deaf girl to the point where she moves away. Years later, he sets off on a path for redemption.",8.1,IMDB
Contratiempo,2016,A successful entrepreneur accused of murder and a witness preparation expert have less than three hours to come up with an impregnable defense.,8.1,IMDB
Ah-ga-ssi,2016,"A woman is hired as a handmaiden to a Japanese heiress, but secretly she is involved in a plot to defraud her.",8.1,IMDB
Mommy,2014,"A widowed single mother, raising her violent son alone, finds new hope when a mysterious neighbor inserts herself into their household.",8.1,IMDB
Haider,2014,"A young man returns to Kashmir after his father's disappearance to confront his uncle, whom he suspects of playing a role in his father's fate.",8.1,IMDB
Logan,2017,"In a future where mutants are nearly extinct, an elderly and weary Logan leads a quiet life. But when Laura, a mutant child pursued by scientists, comes to him for help, he must get her to safety.",8.1,IMDB
Room,2015,"Held captive for 7 years in an enclosed space, a woman and her young son finally gain their freedom, allowing the boy to experience the outside world for the first time.",8.1,IMDB
Relatos salvajes,2014,Six short stories that explore the extremities of human behavior involving people in distress.,8.1,IMDB
Soul,2020,"After landing the gig of a lifetime, a New York jazz pianist suddenly finds himself trapped in a strange land between Earth and the afterlife.",8.1,IMDB
Kis Uykusu,2014,A hotel owner and landlord in a remote Turkish village deals with conflicts within his family and a tenant behind on his rent.,8.1,IMDB
PK,2014,An alien on Earth loses the only device he can use to communicate with his spaceship. His innocent nature and child-like questions force the country to evaluate the impact of religion on its people.,8.1,IMDB
OMG: Oh My God!,2012,A shopkeeper takes God to court when his shop is destroyed by an earthquake.,8.1,IMDB
The Grand Budapest Hotel,2014,"A writer encounters the owner of an aging high-class hotel, who tells him of his early years serving as a lobby boy in the hotel's glorious years under an exceptional concierge.",8.1,IMDB
Gone Girl,2014,"With his wife's disappearance having become the focus of an intense media circus, a man sees the spotlight turned on him when it's suspected that he may not be innocent.",8.1,IMDB
Ôkami kodomo no Ame to Yuki,2012,"After her werewolf lover unexpectedly dies in an accident while hunting for food for their children, a young woman must find ways to raise the werewolf son and daughter that she had with him while keeping their trait hidden from society.",8.1,IMDB
Hacksaw Ridge,2016,"World War II American Army Medic Desmond T. Doss, who served during the Battle of Okinawa, refuses to kill people, and becomes the first man in American history to receive the Medal of Honor without firing a shot.",8.1,IMDB
Inside Out,2015,"After young Riley is uprooted from her Midwest life and moved to San Francisco, her emotions - Joy, Fear, Anger, Disgust and Sadness - conflict on how best to navigate a new city, house, and school.",8.1,IMDB
Barfi!,2012,Three young people learn that love can neither be defined nor contained by society's definition of normal and abnormal.,8.1,IMDB
12 Years a Slave,2013,"In the antebellum United States, Solomon Northup, a free black man from upstate New York, is abducted and sold into slavery.",8.1,IMDB
Rush,2013,The merciless 1970s rivalry between Formula One rivals James Hunt and Niki Lauda.,8.1,IMDB
Ford v Ferrari,2019,American car designer Carroll Shelby and driver Ken Miles battle corporate interference and the laws of physics to build a revolutionary race car for Ford in order to defeat Ferrari at the 24 Hours of Le Mans in 1966.,8.1,IMDB
Spotlight,2015,"The true story of how the Boston Globe uncovered the massive scandal of child molestation and cover-up within the local Catholic Archdiocese, shaking the entire Catholic Church to its core.",8.1,IMDB
Song of the Sea,2014,"Ben, a young Irish boy, and his little sister Saoirse, a girl who can turn into a seal, go on an adventure to free the fairies and save the spirit world.",8.1,IMDB
Kahaani,2012,"A pregnant woman's search for her missing husband takes her from London to Kolkata, but everyone she questions denies having ever met him.",8.1,IMDB
Zindagi Na Milegi Dobara,2011,Three friends decide to turn their fantasy vacation into reality after one of their friends gets engaged.,8.1,IMDB
Prisoners,2013,"When Keller Dover's daughter and her friend go missing, he takes matters into his own hands as the police pursue multiple leads and the pressure mounts.",8.1,IMDB
Mad Max: Fury Road,2015,"In a post-apocalyptic wasteland, a woman rebels against a tyrannical ruler in search for her homeland with the aid of a group of female prisoners, a psychotic worshiper, and a drifter named Max.",8.1,IMDB
A Wednesday,2008,A retiring police officer reminisces about the most astounding day of his career. About a case that was never filed but continues to haunt him in his memories - the case of a man and a Wednesday.,8.1,IMDB
Gran Torino,2008,"Disgruntled Korean War veteran Walt Kowalski sets out to reform his neighbor, Thao Lor, a Hmong teenager who tried to steal Kowalski's prized possession: a 1972 Gran Torino.",8.1,IMDB
Harry Potter and the Deathly Hallows: Part 2,2011,"Harry, Ron, and Hermione search for Voldemort's remaining Horcruxes in their effort to destroy the Dark Lord as the final battle rages on at Hogwarts.",8.1,IMDB
Okuribito,2008,A newly unemployed cellist takes a job preparing the dead for funerals.,8.1,IMDB
Hachi: A Dog's Tale,2009,A college professor bonds with an abandoned dog he takes into his home.,8.1,IMDB
Mary and Max,2009,"A tale of friendship between two unlikely pen pals: Mary, a lonely, eight-year-old girl living in the suburbs of Melbourne, and Max, a forty-four-year old, severely obese man living in New York.",8.1,IMDB
How to Train Your Dragon,2010,"A hapless young Viking who aspires to hunt dragons becomes the unlikely friend of a young dragon himself, and learns there may be more to the creatures than he assumed.",8.1,IMDB
Into the Wild,2007,"After graduating from Emory University, top student and athlete Christopher McCandless abandons his possessions, gives his entire $24,000 savings account to charity and hitchhikes to Alaska to live in the wilderness. Along the way, Christopher encounters a series of characters that shape his life.",8.1,IMDB
No Country for Old Men,2007,Violence and mayhem ensue after a hunter stumbles upon a drug deal gone wrong and more than two million dollars in cash near the Rio Grande.,8.1,IMDB
Lage Raho Munna Bhai,2006,Munna Bhai embarks on a journey with Mahatma Gandhi in order to fight against a corrupt property dealer.,8.1,IMDB
Million Dollar Baby,2004,A determined woman works with a hardened boxing trainer to become a professional.,8.1,IMDB
Hotel Rwanda,2004,"Paul Rusesabagina, a hotel manager, houses over a thousand Tutsi refugees during their struggle against the Hutu militia in Rwanda, Africa.",8.1,IMDB
Taegukgi hwinalrimyeo,2004,"When two brothers are forced to fight in the Korean War, the elder decides to take the riskiest missions if it will help shield the younger from battle.",8.1,IMDB
Before Sunset,2004,"Nine years after Jesse and Celine first met, they encounter each other again on the French leg of Jesse's book tour.",8.1,IMDB
Munna Bhai M.B.B.S.,2003,A gangster sets out to fulfill his father's dream of becoming a doctor.,8.1,IMDB
Salinui chueok,2003,"In a small Korean province in 1986, two detectives struggle with the case of multiple young women being found raped and murdered by an unknown culprit.",8.1,IMDB
Dil Chahta Hai,2001,"Three inseparable childhood friends are just out of college. Nothing comes between them - until they each fall in love, and their wildly different approaches to relationships creates tension.",8.1,IMDB
Kill Bill: Vol. 1,2003,"After awakening from a four-year coma, a former assassin wreaks vengeance on the team of assassins who betrayed her.",8.1,IMDB
Finding Nemo,2003,"After his son is captured in the Great Barrier Reef and taken to Sydney, a timid clownfish sets out on a journey to bring him home.",8.1,IMDB
Catch Me If You Can,2002,"Barely 21 yet, Frank is a skilled forger who has passed as a doctor, lawyer and pilot. FBI agent Carl becomes obsessed with tracking down the con man, who only revels in the pursuit.",8.1,IMDB
Amores perros,2000,"A horrific car accident connects three stories, each involving characters dealing with loss, regret, and life's harsh realities, all in the name of love.",8.1,IMDB
"Monsters, Inc.",2001,"In order to power the city, monsters have to scare children so that they scream. However, the children are toxic to the monsters, and after a child gets through, 2 monsters realize things may not be what they think.",8.1,IMDB
"Shin seiki Evangelion Gekijô-ban: Air/Magokoro wo, kimi ni",1997,Concurrent theatrical ending of the TV series Shin seiki evangerion (1995).,8.1,IMDB
